puesto_id,familia,puesto,alias_busqueda,tipo_perfil,nivel_evaluado,preparacion_estimada_pct,lectura,incorporacion,fundamentos_0a4,tareas_0a4,herramientas_0a4,practica_operativa_0a4,colaboracion_0a4,puntaje_sin_tope_pct,tope_experiencia_pct,materias_ids,materias,aporte_curricular,brechas_prioritarias,por_que_porcentaje,evidencia_practica_a_validar,fuentes_ids,fuentes_web,paginas_programa,certeza,aporte_optativo,mercado,fecha_corte,fuentes_anuncios_ids,base_laboral,materias_transversales_ids,practica_profesionalizante,evaluacion
R070,Calidad y testing,Ingeniero de pruebas de rendimiento,Performance Test Engineer; Load Tester,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,2,2,1,1,3,43.75,100,DSO240;DSO220;DSO250;DSO060,Metodología y Testing; Redes y Sistemas Distribuidos; Programación Orientada a Objetos; Álgebra y Estadística,"Testing, concurrencia y estadística aportan fundamentos de medición","JMeter/Gatling/k6, modelado de carga, profiling e interpretación de cuellos de botella","Testing, concurrencia y estadística aportan fundamentos de medición. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: JMeter/Gatling/k6, modelado de carga, profiling e interpretación de cuellos de botella. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Prueba de carga con hipótesis, percentiles y diagnóstico reproducible",P2;QA;SRE;J_AUTO,https://www.onetonline.org/link/summary/15-1253.00 ; https://sre.google/sre-book/monitoring-distributed-systems/ ; https://jobs.smartrecruiters.com/Inetum2/744000142569136-qa-automation-engineer-junior-java-developer?trid=7d1dcdfa-96a8-4e55-bb9c-0db211f5a9b3,DSO240: 44-45; DSO220: 42-43; DSO250: 46; DSO060: 32-33,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_AUTO,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R072,Calidad y testing,Tester de accesibilidad,Accessibility Tester; Accessibility QA Analyst,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,2,2,1,1,3,43.75,100,DSO240;DSO200;DSO290,Metodología y Testing; Diseño de Software; Programación Web,Usabilidad y pruebas permiten identificar algunas barreras de interacción,"WCAG, tecnologías asistivas, evaluación manual y reporte de conformidad","Usabilidad y pruebas permiten identificar algunas barreras de interacción. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: WCAG, tecnologías asistivas, evaluación manual y reporte de conformidad. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Auditar teclado y lector de pantalla y justificar cada barrera,P2;A11Y;QA,https://www.w3.org/WAI/curricula/ ; https://www.onetonline.org/link/summary/15-1253.00,DSO240: 44-45; DSO200: 35-36; DSO290: 46-47,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R012,Desarrollo de software,Desarrollador Go,Go Developer; Golang Backend Engineer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO130;DSO250;DSO220;DSO100,Programación Estructurada; Programación Orientada a Objetos; Redes y Sistemas Distribuidos; Introducción a los Sistemas Operativos,"Algoritmos, concurrencia y redes facilitan la transición","Go, interfaces y errores idiomáticos, goroutines y tooling","Algoritmos, concurrencia y redes facilitan la transición. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Go, interfaces y errores idiomáticos, goroutines y tooling. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Servicio Go con concurrencia acotada, pruebas y profiling básico",P2;DEV;J_OBS,https://www.onetonline.org/link/summary/15-1252.00 ; https://job-boards.greenhouse.io/canonical/jobs/2166631?gh_src=5d948ffe1us,DSO130: 45-46; DSO250: 46; DSO220: 42-43; DSO100: 37-38,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_OBS,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R009,Desarrollo de software,Desarrollador backend .NET/C#,C# Developer; ASP.NET Core Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO250;DSO290;DSO120;DSO240,Programación Orientada a Objetos; Programación Web; Base de Datos Relacionales; Metodología y Testing,"POO, MVC y SQL se transfieren desde Java","C#, ASP.NET Core, Entity Framework y herramientas Microsoft del puesto","POO, MVC y SQL se transfieren desde Java. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: C#, ASP.NET Core, Entity Framework y herramientas Microsoft del puesto. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Servicio .NET con autenticación y pruebas de integración,P2;DEV;J_NET,https://www.onetonline.org/link/summary/15-1252.00 ; https://jobs.smartrecruiters.com/Tietoevry1/744000114916473-junior-middle-net-software-engineer-tieto-tech-consulting-m-f-d-,DSO250: 46; DSO290: 46-47; DSO120: 38-40; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_NET,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R010,Desarrollo de software,Desarrollador backend PHP,PHP Developer; Laravel Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO290;DSO250;DSO120;DSO240,Programación Web; Programación Orientada a Objetos; Base de Datos Relacionales; Metodología y Testing,"Cliente/servidor, POO y persistencia son reutilizables","PHP, Composer, Laravel u otro framework y sus convenciones de seguridad","Cliente/servidor, POO y persistencia son reutilizables. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: PHP, Composer, Laravel u otro framework y sus convenciones de seguridad. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","Aplicación PHP con migraciones, permisos y pruebas",P2;DEV;MDN,https://www.onetonline.org/link/summary/15-1252.00 ; https://developer.mozilla.org/en-US/curriculum/core/,DSO290: 46-47; DSO250: 46; DSO120: 38-40; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R008,Desarrollo de software,Desarrollador backend Python,Python Developer; Django Developer; FastAPI Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO130;DSO250;DSO290;DSO120;DSO240,Programación Estructurada; Programación Orientada a Objetos; Programación Web; Base de Datos Relacionales; Metodología y Testing,"Algoritmos, POO, datos y web reducen la dificultad de aprender otro backend","Python y su ecosistema web, empaquetado, tipado y pruebas idiomáticas","Algoritmos, POO, datos y web reducen la dificultad de aprender otro backend. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Python y su ecosistema web, empaquetado, tipado y pruebas idiomáticas. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.","API Python con consultas, migraciones y pruebas automatizadas",P2;DEV;J_DE,https://www.onetonline.org/link/summary/15-1252.00 ; https://www.diligenciagroup.com/hubfs/2026%20Junior%20Data%20Engineer%20Jobspec%20v1.1.pdf?hsLang=en,DSO130: 45-46; DSO250: 46; DSO290: 46-47; DSO120: 38-40; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_DE,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R021,Desarrollo de software,Desarrollador de escritorio .NET,WPF Developer; WinUI Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO250;DSO200;DSO120;DSO210,Programación Orientada a Objetos; Diseño de Software; Base de Datos Relacionales; Sistemas Operativos Aplicados,"POO, interfaces y familiaridad Windows aportan base","C#, XAML, framework de escritorio, binding y distribución","POO, interfaces y familiaridad Windows aportan base. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: C#, XAML, framework de escritorio, binding y distribución. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Aplicación .NET de escritorio accesible con instalador y pruebas,P2;DEV;J_NET,https://www.onetonline.org/link/summary/15-1252.00 ; https://jobs.smartrecruiters.com/Tietoevry1/744000114916473-junior-middle-net-software-engineer-tieto-tech-consulting-m-f-d-,DSO250: 46; DSO200: 35-36; DSO120: 38-40; DSO210: 40-42,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,J_NET,Marco y anuncio de empleador,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R043,Desarrollo móvil,Desarrollador Flutter,Flutter Developer; Dart Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO300;DSO250;DSO200;DSO240,Programación de Aplicaciones para Celulares; Programación Orientada a Objetos; Diseño de Software; Metodología y Testing,POO y conceptos de aplicación móvil aportan base,"Dart, widgets, estado, plugins y distribución multiplataforma","POO y conceptos de aplicación móvil aportan base. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: Dart, widgets, estado, plugins y distribución multiplataforma. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Aplicación Flutter probada en Android e iOS,P2;FLUTTER,https://docs.flutter.dev/learn,DSO300: 47; DSO250: 46; DSO200: 35-36; DSO240: 44-45,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R033,Front-end y experiencia web,Desarrollador WordPress,WordPress Developer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,3,2,0,1,3,43.75,100,DSO290;DSO120;DSO200;DSO260,Programación Web; Base de Datos Relacionales; Diseño de Software; Computación en la Nube,"Web, SQL y seguridad aportan fundamentos generales","PHP, temas, plugins, APIs WordPress, actualizaciones y hardening específico","Web, SQL y seguridad aportan fundamentos generales. La valoración de tareas es 2/4 y la de herramientas 0/4 porque resta: PHP, temas, plugins, APIs WordPress, actualizaciones y hardening específico. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Tema o plugin probado sin modificar el núcleo y con permisos correctos,P2;MDN;DEV;ASVS,https://developer.mozilla.org/en-US/curriculum/core/ ; https://www.onetonline.org/link/summary/15-1252.00 ; https://owasp.github.io/www-project-application-security-verification-standard/,DSO290: 46-47; DSO120: 38-40; DSO200: 35-36; DSO260: 47-48,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
R038,Front-end y experiencia web,Especialista de rendimiento web,Web Performance Engineer,Especialización,Inicial,45,Base parcial; especialización necesaria,Orientación posible tras especialización y proyecto verificable,2,2,1,1,3,43.75,100,DSO290;DSO220;DSO240;DSO200,Programación Web; Redes y Sistemas Distribuidos; Metodología y Testing; Diseño de Software,"Redes, comportamiento web y pruebas proporcionan base diagnóstica","Medición en navegador, presupuestos, renderizado, caché y monitoreo real","Redes, comportamiento web y pruebas proporcionan base diagnóstica. La valoración de tareas es 2/4 y la de herramientas 1/4 porque resta: Medición en navegador, presupuestos, renderizado, caché y monitoreo real. Preparación operativa: 1/4; la práctica específica no está acreditada para este perfil.",Identificar un cuello de botella y demostrar mejora reproducible,P2;MDN;SRE,https://developer.mozilla.org/en-US/curriculum/core/ ; https://sre.google/sre-book/monitoring-distributed-systems/,DSO290: 46-47; DSO220: 42-43; DSO240: 44-45; DSO200: 35-36,"Media: programa explícito, desempeño individual no medido",No estimado: faltan programas de optativa/electivo,Internacional general; elegibilidad e idioma se verifican por oferta,2026-09-13,,Marco ocupacional/técnico; sin anuncio específico asociado,DSO010;DSO020;DSO030;DSO160;DSO170;DSO270,"200 h curriculares, dominio y desempeño no documentados; aporte específico condicionado",Inferencia analítica del programa; no medición de habilidad individual ni probabilidad de empleo
